id,value
id_195,-3.413332337603926
id_196,32.44599940281316
id_197,10.582973029979945
id_198,21.77522570725846
id_199,62.465292065677865
id_200,24.13294368731647
id_201,26.20123964740095
id_202,63.74447723440287
id_203,2.8342977741290434
id_204,14.379246986978819
id_205,9.369850731753873
id_206,9.88116661359541
id_207,3.494945358972141
id_208,122.60804937921782
id_209,21.083513014480562
id_210,17.532220599455133
id_211,20.18309834459701
id_212,36.393132212281834
id_213,34.93515120529068
id_214,18.830312661458645
id_215,38.34455552272333
id_216,77.91663413807038
id_217,1.7953235508882144
id_218,13.445827939135768
id_219,36.13115559041214
id_220,15.150403498166288
id_221,12.941848334417926
id_222,113.12524093786386
id_223,15.224604677934382
id_224,14.82402596861208
id_225,59.267353688540446
id_226,10.583695290718474
id_227,20.99306256353217
id_228,9.789365880830385
id_229,4.771180008705961
id_230,47.9278069048129
id_231,12.39943839475104
id_232,48.14647656264417
id_233,40.46638039656414
id_234,16.94059027033296
id_235,41.26654448941875
id_236,69.02789203372902
id_237,40.346249244122426
id_238,14.313743982871122
id_239,15.770726634219823
